,Year,Team,index,Player,Position,Base_Salary,Signing_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restruct_Bonus,Misc,Dead_Cap,Cap_Hit,Cap_Pct
7518,2016,denver-broncos,82,NixonTaurean Nixon,CB,"$169,110","$39,587",-,-,-,-,-,-,208697.0,0.14
7519,2016,denver-broncos,83,PekoKyle Peko,DT,"$149,542",-,-,-,-,-,-,-,149542.0,0.10
7520,2016,denver-broncos,84,Krieger-CobleHenry Krieger-Coble,TE,"$135,000","$3,333",-,-,-,-,-,-,138333.0,0.09
7521,2016,denver-broncos,85,DayDillon Day,C,"$127,500","$5,334",-,-,-,-,-,-,132834.0,0.09
7522,2016,denver-broncos,86,MurrayJustin Murray,T,"$117,300",-,-,-,-,-,-,-,117300.0,0.08
7523,2016,denver-broncos,87,DoraVontarrius Dora,OLB,"$96,600",-,-,-,-,-,-,-,96600.0,0.07
7524,2016,denver-broncos,88,BarrowLamin Barrow,ILB,-,"$95,580",-,-,-,-,-,-,95580.0,0.06
7525,2016,denver-broncos,89,RaymondKalif Raymond,WR,"$82,800",$666,-,-,-,-,-,-,83466.0,0.06
7526,2016,denver-broncos,90,ScheuSteven Scheu,TE,"$75,900",-,-,-,-,-,-,-,75900.0,0.05
7527,2016,denver-broncos,91,ThompsonJuwan Thompson,RB,"$48,300","$1,168",-,-,-,-,-,-,49468.0,0.03
7528,2016,denver-broncos,92,GauseQuentin Gause,ILB,"$48,300",-,-,-,-,-,-,-,48300.0,0.03
7529,2016,denver-broncos,93,FrazierMose Frazier,WR,"$41,400",-,-,-,-,-,-,-,41400.0,0.03
7530,2016,denver-broncos,94,WatsonTerrell Watson,RB,"$41,400",-,-,-,-,-,-,-,41400.0,0.03
7531,2016,denver-broncos,95,FurmanJosh Furman,SS,-,"$39,585",-,-,-,-,-,-,39585.0,0.03
7532,2016,denver-broncos,96,CliettReshard Cliett,OLB,"$27,600",-,-,-,-,-,-,-,27600.0,0.02
7533,2016,denver-broncos,97,RacitiTravis Raciti,DT,"$27,600",-,-,-,-,-,-,-,27600.0,0.02
7534,2016,denver-broncos,98,MurphyRyan Murphy,FS,"$27,600",-,-,-,-,-,-,-,27600.0,0.02
7535,2016,denver-broncos,99,BrooksZac Brooks,RB,"$20,700",-,-,-,-,-,-,-,20700.0,0.01
7536,2016,denver-broncos,100,SnyderKevin Snyder,ILB,"$20,700",-,-,-,-,-,-,-,20700.0,0.01
7537,2016,denver-broncos,101,TraylorAustin Traylor,TE,"$13,800",-,-,-,-,-,-,-,13800.0,0.01
7538,2016,denver-broncos,102,IosiaIosia Iosia,DE,"$6,900",-,-,-,-,-,-,-,6900.0,0.00
7539,2016,denver-broncos,103,KragenKyle Kragen,OLB,"$6,900",-,-,-,-,-,-,-,6900.0,0.00
7540,2016,denver-broncos,104,SharpHunter Sharp,WR,"$6,900",-,-,-,-,-,-,-,6900.0,0.00
7541,2016,denver-broncos,105,NorrisAnthony Norris,TE,-,"$5,000",-,-,-,-,-,-,5000.0,0.00
7542,2016,denver-broncos,106,TaylorJordan Taylor,WR,-,"$5,000",-,-,-,-,-,-,5000.0,0.00
7543,2016,denver-broncos,107,AndersonZaire Anderson,ILB,-,"$3,334",-,-,-,-,-,-,3334.0,0.00
7544,2016,denver-broncos,108,LightDan Light,TE,-,"$3,334",-,-,-,-,-,-,3334.0,0.00
7545,2016,denver-broncos,109,RobertsKyle Roberts,T,-,"$3,334",-,-,-,-,-,-,3334.0,0.00
7546,2016,denver-broncos,110,WatsonJosh Watson,DT,-,"$3,334",-,-,-,-,-,-,3334.0,0.00
7547,2016,denver-broncos,111,NduleChuka Ndule,DT,-,"$1,667",-,-,-,-,-,-,1667.0,0.00
7548,2016,denver-broncos,112,RainsConnor Rains,T,-,"$1,667",-,-,-,-,-,-,1667.0,0.00
7549,2016,denver-broncos,113,AnunikeKenny Anunike,DE,-,$834,-,-,-,-,-,-,834.0,0.00
7550,2016,denver-broncos,114,GloverAntonio Glover,S,-,$833,-,-,-,-,-,-,833.0,0.00
7551,2016,denver-broncos,115,TheusNathan Theus,LS,-,$833,-,-,-,-,-,-,833.0,0.00
7552,2016,denver-broncos,116,HeurtelouCalvin Heurtelou,DT,-,$666,-,-,-,-,-,-,666.0,0.00
7553,2016,denver-broncos,117,NormanDwayne Norman,S,-,$666,-,-,-,-,-,-,666.0,0.00
7554,2016,denver-broncos,118,JenkinsShaneil Jenkins,DE,-,$333,-,-,-,-,-,-,333.0,0.00
7555,2017,denver-broncos,0,"Miller
Von Miller ",OLB,"$16,500,000","$3,400,000",-,-,-,-,-,"($49,600,000)",19900000.0,12.72
7556,2017,denver-broncos,1,"Thomas
Demaryius Thomas ",WR,"$8,500,000","$2,200,000",-,"$1,333,333",-,-,-,"($19,099,999)",12033333.0,7.69
7557,2017,denver-broncos,2,"Talib
Aqib Talib ",CB,"$10,352,941","$1,000,000",-,-,-,-,-,"($13,000,000)",11352941.0,7.26
7558,2017,denver-broncos,3,"Harris
Chris Harris ",CB,"$7,400,000","$2,000,000",-,"$366,666","$100,000",-,-,"($12,600,000)",9866666.0,6.31
7559,2017,denver-broncos,4,"Sanders
Emmanuel Sanders ",WR,"$6,750,000","$2,687,500",-,-,"$100,000",-,-,"($14,912,500)",9537500.0,6.10
7560,2017,denver-broncos,5,"Stewart
Darian Stewart ",FS,"$6,000,000","$1,400,000",-,-,-,-,-,"($11,600,000)",7400000.0,4.73
7561,2017,denver-broncos,6,"Marshall
Brandon Marshall ",ILB,"$2,500,000","$2,000,000",-,-,-,-,-,"($10,500,000)",4500000.0,2.88
7562,2017,denver-broncos,7,"Stephenson
Donald Stephenson ",LT,"$2,500,000","$1,000,000",-,-,-,-,"$750,000","($3,500,000)",4250000.0,2.72
7563,2017,denver-broncos,8,"Green
Virgil Green ",TE,"$2,800,000","$500,000",-,-,-,-,-,"($3,300,000)",3300000.0,2.11
7564,2017,denver-broncos,9,"Peko
Domata Peko ",DT,"$2,800,000","$500,000",-,-,-,-,-,"($3,800,000)",3300000.0,2.11
7565,2017,denver-broncos,10,"Anderson
C.J. Anderson ",RB,"$2,900,000",-,-,-,"$100,000",-,-,"($3,000,000)",3000000.0,1.92
7566,2017,denver-broncos,11,"Davis
Todd Davis ",ILB,"$2,746,000",-,-,-,-,-,-,-,2746000.0,1.76
7567,2017,denver-broncos,12,"Barbre
Allen Barbre ",G,"$2,050,000",-,-,-,-,-,"$300,000","($1,750,000)",2350000.0,1.50
7568,2017,denver-broncos,13,"McManus
Brandon McManus ",K,"$1,000,000","$1,250,000",-,-,-,-,-,"($6,000,000)",2250000.0,1.44
7569,2017,denver-broncos,14,"Roby
Bradley Roby ",CB,"$1,018,072","$844,096","$350,000",-,-,-,-,"($844,096)",2212168.0,1.41
7570,2017,denver-broncos,15,"Lynch
Paxton Lynch ",QB,"$880,741","$1,272,963",-,-,-,-,-,"($6,611,111)",2153704.0,1.38
7571,2017,denver-broncos,16,"Bolles
Garett Bolles ",LT,"$465,000","$1,540,800",-,-,-,-,-,"($8,597,553)",2005800.0,1.28
7572,2017,denver-broncos,17,"Charles
Jamaal Charles ",RB,"$900,000",-,"$484,375",-,"$100,000",-,-,"($1,250,000)",1484375.0,0.95
7573,2017,denver-broncos,18,"Kerr
Zach Kerr ",DE,"$1,000,000","$250,000","$187,500",-,-,-,-,"($1,500,000)",1437500.0,0.92
7574,2017,denver-broncos,19,"Latimer
Cody Latimer ",WR,"$925,725","$254,300",-,-,-,-,-,"($254,300)",1180025.0,0.75
7575,2017,denver-broncos,20,"Walker
DeMarcus Walker ",DE,"$465,000","$457,520",-,-,-,-,-,"($2,525,710)",922520.0,0.59
7576,2017,denver-broncos,21,"Gotsis
Adam Gotsis ",DE,"$628,996","$265,982",-,-,-,-,-,"($1,746,944)",894978.0,0.57
7577,2017,denver-broncos,22,"Heuerman
Jeff Heuerman ",TE,"$615,000","$155,201",-,-,"$15,000",-,-,"($325,404)",785201.0,0.50
7578,2017,denver-broncos,23,"Osweiler
Brock Osweiler ",QB,"$775,000",-,-,-,-,-,-,"($775,000)",775000.0,0.50
7579,2017,denver-broncos,24,"Garcia
Max Garcia ",G,"$615,000","$86,423",-,-,-,-,-,"($172,846)",701423.0,0.45
7580,2017,denver-broncos,25,"Langley
Brendan Langley ",CB,"$465,000","$176,572",-,-,-,-,-,"($706,288)",641572.0,0.41
7581,2017,denver-broncos,26,"Booker
Devontae Booker ",RB,"$540,000","$95,848",-,-,-,-,-,"($287,545)",635848.0,0.41
7582,2017,denver-broncos,27,"Barrett
Shaquil Barrett ",OLB,"$615,000",-,-,-,-,-,-,-,615000.0,0.39
7583,2017,denver-broncos,28,"Fowler
Bennie Fowler ",WR,"$615,000",-,-,-,-,-,-,-,615000.0,0.39
7584,2017,denver-broncos,29,"Harris
Shelby Harris ",DE,"$615,000",-,-,-,-,-,-,-,615000.0,0.39
7585,2017,denver-broncos,30,"Paradis
Matt Paradis ",C,"$615,000",-,-,-,-,-,-,-,615000.0,0.39
7586,2017,denver-broncos,31,"McGovern
Connor McGovern ",G,"$540,000","$65,975",-,-,-,-,-,"($197,925)",605975.0,0.39
7587,2017,denver-broncos,32,"Janovich
Andy Janovich ",FB,"$540,000","$41,077",-,-,-,-,-,"($123,232)",581077.0,0.37
7588,2017,denver-broncos,33,"Parks
Will Parks ",S,"$540,000","$25,089",-,-,-,-,-,"($75,267)",565089.0,0.36
7589,2017,denver-broncos,34,"Dixon
Riley Dixon ",P,"$540,000","$20,002",-,-,-,-,-,"($60,007)",560002.0,0.36
7590,2017,denver-broncos,35,"Anderson
Zaire Anderson ",ILB,"$540,000",-,-,-,-,-,-,-,540000.0,0.35
7591,2017,denver-broncos,36,"Kreiter
Casey Kreiter ",LS,"$540,000",-,-,-,-,-,-,-,540000.0,0.35
7592,2017,denver-broncos,37,"Taylor
Jordan Taylor ",WR,"$540,000",-,-,-,-,-,-,-,540000.0,0.35
7593,2017,denver-broncos,38,"McKenzie
Isaiah McKenzie ",WR,"$465,000","$58,961",-,-,-,-,-,"($235,844)",523961.0,0.34
7594,2017,denver-broncos,39,"Henderson
De'Angelo Henderson ",RB,"$465,000","$36,288",-,-,-,-,-,"($145,153)",501288.0,0.32
7595,2017,denver-broncos,40,"Carter
Jamal Carter ",SS,"$465,000","$3,333",-,-,-,-,-,"($20,000)",468333.0,0.30
7596,2017,denver-broncos,41,"Kouandjio
Cyrus Kouandjio ",RT,"$324,706",-,-,-,-,-,-,-,324705.0,0.21
7597,2017,denver-broncos,42,"Garcia-Williams
Jerrol Garcia-Williams ",ILB,"$300,883",-,-,-,-,-,-,-,300883.0,0.19
7598,2017,denver-broncos,43,"Wilkinson
Elijah Wilkinson ",T,"$300,883",-,-,-,-,-,-,-,300883.0,0.19
7599,2017,denver-broncos,44,"Mount
Deiontrez Mount ",OLB,"$253,232",-,-,-,-,-,-,-,253232.0,0.16
7600,2017,denver-broncos,45,"Jones
Joe Jones ",OLB,"$218,824",-,-,-,-,-,-,-,218823.0,0.14
7601,2017,denver-broncos,46,"Traylor
Austin Traylor ",TE,"$191,471",-,-,-,-,-,-,-,191471.0,0.12
7602,2017,denver-broncos,47,"Peko
Kyle Peko ",DT,"$190,588",-,-,-,-,-,-,-,190588.0,0.12
7603,2017,denver-broncos,48,"Rios
Marcus Rios ",CB,"$136,765",-,-,-,-,-,-,-,136765.0,0.09
7604,2017,denver-broncos,49,"Dielman
J.J. Dielman ",C,"$82,059",-,-,-,-,-,-,-,82059.0,0.05
7605,2017,denver-broncos,50,"LaCosse
Matt LaCosse ",TE,"$82,059",-,-,-,-,-,-,-,82059.0,0.05
7606,2017,denver-broncos,51,"Thomas
Dymonte Thomas ",S,"$82,059",-,-,-,-,-,-,-,82059.0,0.05
7607,2017,denver-broncos,52,"Hunter
Michael Hunter ",CB,"$63,529",-,-,-,-,-,-,-,63529.0,0.04
7608,2017,denver-broncos,54,LearyRon Leary ,G,"$2,500,000","$875,000","$5,000,000",-,-,-,-,"($18,650,000)",8375000.0,5.35
7609,2017,denver-broncos,55,WolfeDerek Wolfe ,DE,"$5,500,000","$1,875,000","$437,500",-,"$50,000",-,-,"($11,175,000)",7862500.0,5.03
7610,2017,denver-broncos,56,WatsonMenelik Watson ,RT,"$1,500,000","$1,333,333","$312,500",-,"$125,000",-,-,"($5,625,000)",3270833.0,2.09
7611,2017,denver-broncos,57,RayShane Ray ,OLB,"$1,263,991","$1,222,980",-,-,-,-,-,"($3,709,951)",2486971.0,1.59
7612,2017,denver-broncos,58,CrickJared Crick ,DE,"$1,500,000","$500,000",-,-,"$250,000",-,-,"($2,250,000)",2250000.0,1.44
7613,2017,denver-broncos,59,TurnerBilly Turner ,G,"$794,000",-,-,-,-,-,-,-,794000.0,0.51
7614,2017,denver-broncos,60,SimmonsJustin Simmons ,SS,"$508,769","$161,355",-,-,"$13,000",-,-,"($497,065)",683123.0,0.44
7615,2017,denver-broncos,61,SiemianTrevor Siemian ,QB,"$615,000","$13,195",-,-,-,-,-,"($26,393)",628195.0,0.40
7616,2017,denver-broncos,62,HendersonCarlos Henderson ,WR,"$348,000","$204,496",-,-,-,-,-,"($817,984)",552496.0,0.35
7617,2017,denver-broncos,63,WinnBilly Winn ,DE,"$528,000",-,-,-,-,-,-,-,528000.0,0.34
7618,2017,denver-broncos,64,NelsonCorey Nelson ,ILB,"$514,000","$12,150",-,-,-,-,-,"($12,150)",526150.0,0.34
7619,2017,denver-broncos,65,ButtJake Butt ,TE,"$348,000","$75,234",-,-,-,-,-,"($300,938)",423234.0,0.27
7620,2017,denver-broncos,66,KellyChad Kelly ,QB,"$348,000","$16,067",-,-,-,-,-,"($64,270)",364067.0,0.23
7621,2017,denver-broncos,68,BrooksZac Brooks,RB,"$465,000",-,-,-,-,-,-,-,465000.0,0.30
7622,2017,denver-broncos,70,WardT.J. Ward,SS,-,"$1,250,000",-,-,-,-,-,-,1250000.0,0.80
7623,2017,denver-broncos,71,EdebaliKasim Edebali,OLB,"$588,235","$200,000",-,-,-,-,-,-,788235.0,0.50
7624,2017,denver-broncos,72,WilliamsJonathan Williams,RB,"$510,000",-,-,-,-,-,-,-,510000.0,0.33
7625,2017,denver-broncos,73,DossLorenzo Doss,CB,"$397,941","$49,303",-,-,-,-,-,-,447244.0,0.29
7626,2017,denver-broncos,74,DerbyA.J. Derby,TE,"$434,118",-,-,-,-,-,-,-,434117.0,0.28
7627,2017,denver-broncos,75,SambrailoTy Sambrailo,LT,-,"$264,265",-,-,-,-,-,-,264265.0,0.17
7628,2017,denver-broncos,76,PekoKyle Peko,DT,"$226,588",-,-,-,-,-,-,-,226588.0,0.14
7629,2017,denver-broncos,77,RubinAhtyba Rubin,DT,"$264,706",-,-,-,-,-,-,-,180882.0,0.12
7630,2017,denver-broncos,78,SchofieldMichael Schofield,RT,-,"$130,300",-,-,-,-,-,-,130300.0,0.08
7631,2017,denver-broncos,79,DayDillon Day,C,"$128,153",-,-,-,-,-,-,-,128153.0,0.08
7632,2017,denver-broncos,80,JarrettTyrique Jarrett,DT,"$120,953","$3,333",-,-,-,-,-,-,124286.0,0.08
7633,2017,denver-broncos,81,SharpHunter Sharp,WR,"$113,753",-,-,-,-,-,-,-,113753.0,0.07
7634,2017,denver-broncos,82,ThomasDymonte Thomas,S,"$100,800","$1,333",-,-,-,-,-,-,102133.0,0.07
7635,2017,denver-broncos,83,RiosMarcus Rios,CB,"$86,400","$1,000",-,-,-,-,-,-,87400.0,0.06
7636,2017,denver-broncos,84,MountDeiontrez Mount,OLB,"$72,000",-,-,-,-,-,-,-,72000.0,0.05
7637,2017,denver-broncos,85,TraylorAustin Traylor,TE,"$72,000",-,-,-,-,-,-,-,72000.0,0.05
7638,2017,denver-broncos,86,PatrickTim Patrick,WR,"$72,000",-,-,-,-,-,-,-,72000.0,0.05
7639,2017,denver-broncos,87,KilgoDarius Kilgo,DT,-,"$55,778",-,-,-,-,-,-,55778.0,0.04
7640,2017,denver-broncos,88,SnyderKevin Snyder,ILB,"$54,706",-,-,-,-,-,-,-,54706.0,0.03
7641,2017,denver-broncos,89,Garcia-WilliamsJerrol Garcia-Williams,ILB,"$49,500","$2,666",-,-,-,-,-,-,52166.0,0.03
7642,2017,denver-broncos,90,ParkerBrian Parker,TE,"$50,400",-,-,-,-,-,-,-,50400.0,0.03
7643,2017,denver-broncos,91,MapongaStansly Maponga,DE,"$43,200",-,-,-,-,-,-,-,43200.0,0.03
7644,2017,denver-broncos,92,WilkinsonElijah Wilkinson,T,"$43,200",-,-,-,-,-,-,-,43200.0,0.03
7645,2017,denver-broncos,93,PoutasiJeremiah Poutasi,RT,"$28,800",-,-,-,-,-,-,-,28800.0,0.02
7646,2017,denver-broncos,94,ThomasJhaustin Thomas,DT,"$28,800",-,-,-,-,-,-,-,28800.0,0.02
7647,2017,denver-broncos,95,HunterMichael Hunter,CB,"$21,600",-,-,-,-,-,-,-,21600.0,0.01
7648,2017,denver-broncos,96,CracraftRiver Cracraft,WR,"$21,600",-,-,-,-,-,-,-,21600.0,0.01
7649,2017,denver-broncos,97,IkardGabe Ikard,C,"$14,400",-,-,-,-,-,-,-,14400.0,0.01
7650,2017,denver-broncos,98,LeslieJordan Leslie,WR,"$7,200",-,-,-,-,-,-,-,7200.0,0.00
7651,2017,denver-broncos,99,Krieger-CobleHenry Krieger-Coble,TE,-,"$6,667",-,-,-,-,-,-,6667.0,0.00
7652,2017,denver-broncos,100,StewartOrion Stewart,CB,-,"$4,166",-,-,-,-,-,-,4166.0,0.00
7653,2017,denver-broncos,101,HuntCameron Hunt,T,-,"$2,500",-,-,-,-,-,-,2500.0,0.00
7654,2017,denver-broncos,102,HollinsDeon Hollins,OLB,-,"$2,333",-,-,-,-,-,-,2333.0,0.00
7655,2017,denver-broncos,103,GloverAntonio Glover,S,-,"$1,667",-,-,-,-,-,-,1667.0,0.00
7656,2017,denver-broncos,104,TheusNathan Theus,LS,-,"$1,667",-,-,-,-,-,-,1667.0,0.00
7657,2017,denver-broncos,105,AustellErik Austell,T,-,"$1,666",-,-,-,-,-,-,1666.0,0.00
7658,2017,denver-broncos,106,BarnettDante Barnett,S,-,"$1,666",-,-,-,-,-,-,1666.0,0.00
7659,2017,denver-broncos,107,NashAnthony Nash,WR,-,"$1,666",-,-,-,-,-,-,1666.0,0.00
7660,2017,denver-broncos,108,HeurtelouCalvin Heurtelou,DT,-,"$1,334",-,-,-,-,-,-,1334.0,0.00
7661,2017,denver-broncos,109,NormanDwayne Norman,S,-,"$1,334",-,-,-,-,-,-,1334.0,0.00
7662,2017,denver-broncos,110,RaymondKalif Raymond,WR,-,"$1,334",-,-,-,-,-,-,1334.0,0.00
7663,2017,denver-broncos,111,BanderasJosh Banderas,ILB,-,"$1,333",-,-,-,-,-,-,1333.0,0.00
7664,2017,denver-broncos,112,SloterKyle Sloter,QB,-,"$1,000",-,-,-,-,-,-,1000.0,0.00
7665,2017,denver-broncos,113,SotoShakir Soto,DE,-,$833,-,-,-,-,-,-,833.0,0.00
7666,2017,denver-broncos,114,JenkinsShaneil Jenkins,DE,-,$667,-,-,-,-,-,-,667.0,0.00
7667,2017,denver-broncos,115,NelsonDontrell Nelson,CB,-,$666,-,-,-,-,-,-,666.0,0.00
7668,2011,detroit-lions,0,"Johnson
Calvin Johnson ",WR,"$8,875,000","$2,800,000","$2,500,000",-,-,-,-,-,14175000.0,11.29
7669,2011,detroit-lions,1,"Suh
Ndamukong Suh ",DT,"$1,239,706",-,"$7,195,000","$3,470,000",-,-,-,"($35,660,000)",11904706.0,9.48
7670,2011,detroit-lions,2,"Backus
Jeff Backus ",T,"$5,450,000",-,-,-,-,-,-,-,6723176.0,5.35
7671,2011,detroit-lions,3,"Stafford
Matthew Stafford ",QB,"$525,000",-,-,"$3,480,000",-,"$2,118,750",-,-,6123750.0,4.88
7672,2011,detroit-lions,4,"Williams
Corey Williams ",DT,"$4,900,000",-,-,-,-,-,-,-,5000000.0,3.98
7673,2011,detroit-lions,5,"Raiola
Dominic Raiola ",C,"$2,400,000","$700,000",-,"$1,312,500",-,-,-,-,4412500.0,3.51
7674,2011,detroit-lions,6,"Johnson
Bryant Johnson ",WR,"$3,200,000","$400,000",-,-,-,-,-,-,3600000.0,2.87
7675,2011,detroit-lions,7,"Wright
Eric Wright ",CB,"$2,000,000","$1,500,000",-,-,-,-,-,"($1,500,000)",3500000.0,2.79
7676,2011,detroit-lions,8,"Vanden Bosch
Kyle Vanden Bosch ",DE,"$810,000","$2,667,500",-,-,-,-,-,-,3477500.0,2.77
7677,2011,detroit-lions,9,"Tulloch
Stephen Tulloch ",ILB,"$3,250,000",-,-,-,-,-,-,-,3250000.0,2.59
7678,2011,detroit-lions,10,"Peterman
Stephen Peterman ",G,"$2,900,000","$265,000",-,-,-,-,-,-,3165000.0,2.52
7679,2011,detroit-lions,11,"Cherilus
Gosder Cherilus ",RT,"$610,000","$1,205,000",-,"$1,105,000",-,-,-,-,2920000.0,2.32
7680,2011,detroit-lions,12,"Hanson
Jason Hanson ",K,"$2,175,000","$675,000",-,-,-,-,-,-,2850000.0,2.27
7681,2011,detroit-lions,13,"Burleson
Nate Burleson ",WR,"$1,781,765","$700,000",-,-,-,-,-,-,2755073.0,2.19
7682,2011,detroit-lions,14,"Sims
Rob Sims ",G,"$1,325,000","$1,200,000","$200,000",-,-,-,-,-,2725000.0,2.17
7683,2011,detroit-lions,15,"Best
Jahvid Best ",RB,"$450,000","$328,000",-,"$772,500",-,-,"$1,100,000",-,2650500.0,2.11
7684,2011,detroit-lions,16,"Avril
Cliff Avril ",DE,"$2,611,000",-,-,-,-,-,-,-,2611000.0,2.08
7685,2011,detroit-lions,17,"Morris
Maurice Morris ",RB,"$1,625,000","$500,000",-,-,-,-,-,-,2475000.0,1.97
7686,2011,detroit-lions,18,"Durant
Justin Durant ",OLB,"$1,000,000","$1,375,000",-,-,-,-,-,-,2375000.0,1.89
7687,2011,detroit-lions,19,"Hill
Shaun Hill ",QB,"$2,273,225",-,-,-,-,-,-,-,2273225.0,1.81
7688,2011,detroit-lions,20,"Scheffler
Tony Scheffler ",TE,"$1,550,000","$500,000","$200,000",-,-,-,-,-,2250000.0,1.79
7689,2011,detroit-lions,21,"Houston
Chris Houston ",CB,"$1,000,000","$1,125,000",-,-,-,-,-,-,2125000.0,1.69
7690,2011,detroit-lions,22,"Pettigrew
Brandon Pettigrew ",TE,"$728,750",-,-,"$1,273,750",-,-,-,-,2002500.0,1.59
7691,2011,detroit-lions,23,"Fairley
Nick Fairley ",DT,"$375,000","$1,423,000",-,-,-,-,-,-,1798000.0,1.43
7692,2011,detroit-lions,24,"Gandy
Dylan Gandy ",G,"$685,000","$750,000",-,-,-,-,-,"($1,500,000)",1435000.0,1.14
7693,2011,detroit-lions,25,"Heller
Will Heller ",TE,"$1,100,000","$283,333",-,-,-,-,-,-,1383333.0,1.10
7694,2011,detroit-lions,26,"Delmas
Louis Delmas ",FS,"$608,750",-,-,"$673,750","$100,000",-,-,-,1382500.0,1.10
7695,2011,detroit-lions,27,"Felton
Jerome Felton ",FB,"$1,200,000",-,-,-,-,-,-,-,1200000.0,0.96
7696,2011,detroit-lions,28,"Fluellen
Andre Fluellen ",DT,"$1,200,000",-,-,-,-,-,-,-,1200000.0,0.96
7697,2011,detroit-lions,29,"Davis
Leonard Davis ",G,"$910,000",-,-,-,-,-,-,-,910000.0,0.72
7698,2011,detroit-lions,30,"Wendling
John Wendling ",S,"$685,000","$208,333",-,-,-,-,-,-,893333.0,0.71
7699,2011,detroit-lions,31,"Muhlbach
Don Muhlbach ",LS,"$775,000","$105,000",-,-,-,-,-,-,880000.0,0.70
7700,2011,detroit-lions,32,"Young
Titus Young ",WR,"$375,000","$454,331",-,-,-,-,-,-,829331.0,0.66
7701,2011,detroit-lions,33,"Logan
Stefan Logan ",WR,"$525,000","$250,000",-,-,-,-,-,-,775000.0,0.62
7702,2011,detroit-lions,34,"Coleman
Erik Coleman ",S,"$765,000",-,-,-,-,-,-,-,765000.0,0.61
7703,2011,detroit-lions,35,"Jackson
Lawrence Jackson ",DE,"$715,000",-,-,-,-,-,-,-,715000.0,0.57
7704,2011,detroit-lions,36,"Davis
Rashied Davis ",WR,"$685,000",-,-,-,-,-,-,-,685000.0,0.55
7705,2011,detroit-lions,37,"Graham
Ben Graham ",P,"$685,000",-,-,-,-,-,-,-,685000.0,0.55
7706,2011,detroit-lions,38,"Stovall
Maurice Stovall ",WR,"$685,000",-,-,-,-,-,-,-,685000.0,0.55
7707,2011,detroit-lions,39,"Levy
DeAndre Levy ",OLB,"$480,000","$203,566",-,-,-,-,-,-,683566.0,0.54
7708,2011,detroit-lions,40,"Spievey
Amari Spievey ",S,"$450,000","$232,333",-,-,-,-,-,-,682333.0,0.54
7709,2011,detroit-lions,41,"Williams
Derrick Williams ",WR,"$480,000","$190,333",-,-,-,-,-,-,670333.0,0.53
7710,2011,detroit-lions,42,"Williams
Jack Williams ",CB,"$555,000","$113,000",-,-,-,-,-,-,668000.0,0.53
7711,2011,detroit-lions,43,"Stanton
Drew Stanton ",QB,"$650,000",-,-,-,-,-,-,-,650000.0,0.52
7712,2011,detroit-lions,44,"Leshoure
Mikel Leshoure ",RB,"$375,000","$249,396",-,-,-,-,-,-,624396.0,0.50
7713,2011,detroit-lions,45,"Smith
Kevin Smith ",RB,"$600,000",-,-,-,-,-,-,-,600000.0,0.48
7714,2011,detroit-lions,46,"Hill
Sammie Lee Hill ",DT,"$480,000","$119,500",-,-,-,-,-,-,599500.0,0.48
7715,2011,detroit-lions,47,"McDonald
Brandon McDonald ",CB,"$685,000","$50,000",-,-,-,-,-,-,575000.0,0.46
7716,2011,detroit-lions,48,"Fox
Jason Fox ",RT,"$450,000","$110,302",-,-,-,-,-,-,560302.0,0.45
7717,2011,detroit-lions,49,"Smith
Alphonso Smith ",CB,"$480,000",-,-,-,-,-,-,-,530000.0,0.42
7718,2011,detroit-lions,50,"Carpenter
Bobby Carpenter ",LB,"$685,000","$50,000",-,-,-,-,-,-,525000.0,0.42
7719,2011,detroit-lions,51,"Palmer
Ashlee Palmer ",OLB,"$525,000",-,-,-,-,-,-,-,525000.0,0.42
7720,2011,detroit-lions,52,"Carey
Don Carey ",SS,"$450,000","$50,000",-,-,-,-,-,-,500000.0,0.40
7721,2011,detroit-lions,53,"Follett
Zack Follett ",LB,"$480,000","$11,866",-,-,-,-,-,-,491866.0,0.39
7722,2011,detroit-lions,54,"Hilliard
Corey Hilliard ",RT,"$480,000",-,-,-,-,-,-,-,480000.0,0.38
7723,2011,detroit-lions,55,"Hughes
Nate Hughes ",WR,"$480,000",-,-,-,-,-,-,-,480000.0,0.38
7724,2011,detroit-lions,56,"Young
Willie Young ",OLB,"$450,000","$16,000",-,-,-,-,-,-,466000.0,0.37
7725,2011,detroit-lions,57,"Bell
Joique Bell ",RB,"$465,000",-,-,-,-,-,-,-,465000.0,0.37
7726,2011,detroit-lions,58,"Hogue
Douglas Hogue ",OLB,"$375,000","$44,527",-,-,-,-,-,"($178,108)",419527.0,0.33
7727,2011,detroit-lions,59,"Williams
Keiland Williams ",RB,"$405,000",-,-,-,-,-,-,-,405000.0,0.32
7728,2011,detroit-lions,60,"Culbreath
Johnny Culbreath ",T,"$375,000","$15,950",-,-,-,-,-,-,390950.0,0.31
7729,2011,detroit-lions,61,"Berry
Aaron Berry ",CB,"$375,000",$500,-,-,-,-,-,-,375500.0,0.30
7730,2011,detroit-lions,63,HarrisonJerome Harrison ,RB,"$685,000","$50,000",-,-,-,-,-,-,575000.0,0.46
7731,2011,detroit-lions,65,HarrisNick Harris,P,"$683,334",-,-,-,-,-,-,-,683334.0,0.54
