,Team,Year,RV
773,ARI,2010,2.093653279970014
774,ARI,2011,-3.2240455274871627
775,ARI,2012,2.27583433460276
776,ARI,2013,1.2855864382944775
777,ARI,2014,-2.27060803237701
778,ARI,2015,2.362066004581905
779,ARI,2016,-2.684225448265666
780,ARI,2017,-0.22563421520269486
781,LAR,1990,-2.227460467272661
782,LAR,1991,3.395228242321821
783,LAR,1992,-4.891103228244589
784,LAR,1993,2.5055703022099274
785,LAR,1994,0.9127669193253102
786,LAR,1995,-0.29597244262937983
787,LAR,1996,-4.576063400852849
788,LAR,1997,5.939495417761844
789,LAR,1998,-2.9399302539899144
790,LAR,1999,-0.464626209221544
791,LAR,2000,-2.407492057081168
792,LAR,2001,-0.8494865712341686
793,LAR,2002,-7.064040352864732
794,LAR,2003,1.6386461439982136
795,LAR,2004,-0.7832602385881202
796,LAR,2005,-1.0564597883353368
797,LAR,2006,-2.5641204053375946
798,LAR,2007,-6.324186765123655
799,LAR,2008,-3.2733638138616987
800,LAR,2009,0.9050710058025225
801,LAR,2010,-1.7489231925237432
802,LAR,2011,-2.8000162675714027
803,LAR,2012,-0.2523821980687738
804,LAR,2013,0.594617157831168
805,LAR,2014,1.2738694308391165
806,LAR,2015,1.1588216485624672
807,LAR,2016,-1.6849718394277122
808,LAR,2017,0.8751930096557441
809,SFO,1990,0.8691019801971333
810,SFO,1991,1.6084123973207893
811,SFO,1992,2.2046774937731386
812,SFO,1993,1.735437375118782
813,SFO,1994,0.5829792789375534
814,SFO,1995,3.123369668844413
815,SFO,1996,-3.56471893167137
816,SFO,1997,3.092401709221409
817,SFO,1998,3.7701461659501683
818,SFO,1999,-0.41551851054392047
819,SFO,2000,-1.0232148865612514
820,SFO,2001,2.3067696127894095
821,SFO,2002,-3.864530754176827
822,SFO,2003,-1.0007554357257618
823,SFO,2004,1.718125954754198
824,SFO,2005,-1.104249274168283
825,SFO,2006,1.349198563006239
826,SFO,2007,3.7789944758885605
827,SFO,2008,1.342163966593037
828,SFO,2009,1.8495838842847012
829,SFO,2010,1.8296959550741048
830,SFO,2011,-0.6406958548747661
831,SFO,2012,-7.396618815125455
832,SFO,2013,-2.6421412984377217
833,SFO,2014,-2.153906779320178
834,SFO,2015,-1.4838806826221789
835,SFO,2016,-2.134487714983259
836,SFO,2017,0.6358783477589558
837,SEA,1990,4.769496678924692
838,SEA,1991,-1.2741858240216613
839,SEA,1992,-1.2447229469551573
840,SEA,1993,0.7142175300202217
841,SEA,1994,2.3535733809385455
842,SEA,1995,-1.4857590555499451
843,SEA,1996,-0.727361046966505
844,SEA,1997,2.551407332149271
845,SEA,1998,6.175476230843112
846,SEA,1999,-2.9015710340164023
847,SEA,2000,-1.9582445212516346
848,SEA,2001,3.115707503017925
849,SEA,2002,-1.1796972255168732
850,SEA,2003,-3.7314234171372473
851,SEA,2004,4.002814424491632
852,SEA,2005,-2.0544053503568813
853,SEA,2006,4.581643711176066
854,SEA,2007,0.17613322736012937
855,SEA,2008,-0.16259874255184542
856,SEA,2009,-3.0418823168371056
857,SEA,2010,6.351693252460657
858,SEA,2011,6.530256617640088
859,SEA,2012,7.821778617213278
860,SEA,2013,-2.7828193360335414
861,SEA,2014,-1.9865856658677852
862,SEA,2015,0.40646649435989796
863,SEA,2016,0.10933233492943972
864,SEA,2017,-0.5762106881681974
